company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Meridian Partners,Aerospace Algorithms Engineer Co-op,Not stated,True,,Co-op,,Aerospace & Flight Sciences,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python,2026-08-24T23:01:14-04:00,exact,2026-08-25T07:18:21Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968520003
Meridian Partners,Aerospace Algorithms Engineer Graduate Co-op,Not stated,True,,Co-op,,Aerospace & Flight Sciences,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python,2026-08-24T23:01:16-04:00,exact,2026-08-25T07:18:21Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968522003
The Walt Disney Company,"Disneyland Quality Engineering Intern, Fall 2026",Fall 2026,False,,Internship,,Manufacturing & Quality,"Anaheim, CA, USA",unknown,2,$30/hr,,2026-08-24T00:00:00Z,date_only,2026-08-24T13:26:00Z,https://disney.wd5.myworkdayjobs.com/disneycareer/job/Anaheim-CA-USA/Disneyland-Quality-Engineering-Intern--Fall-2026_10158416-2
The Walt Disney Company,"Walt Disney World Workforce Management Industrial Engineering Intern, Spring/Summer 2027",Summer 2027,False,,Internship,,Manufacturing & Quality,"Lake Buena Vista, FL, USA",unknown,2,$31/hr,Python; SQL; Tableau,2026-08-24T00:00:00Z,date_only,2026-08-24T07:40:03Z,https://disney.wd5.myworkdayjobs.com/disneycareer/job/Lake-Buena-Vista-FL-USA/Walt-Disney-World-Workforce-Management-Industrial-Engineering-Intern--Spring-Summer-2027_10158144
Watts Water,Manufacturing Engineer Intern Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"St Pauls, NC",unknown,4,,Lean Manufacturing,2026-08-24T00:00:00Z,date_only,2026-08-25T02:03:54Z,https://wattswater.wd5.myworkdayjobs.com/Intern-External/job/St-Pauls-NC/Manufacturing-Engineer-Intern-Summer-2027_10017388
Micron Technology,Intern - TD Site Industrial Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Boise, ID - Main Site",unknown,489,,Python; SQL; Tableau,2026-08-23T00:00:00Z,date_only,2026-08-23T18:58:01Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---TD-Site-Industrial-Engineer_JR108729
Atoms,Mechanical Design Engineering Intern‬,Not stated,True,,Internship,,Mechanical Design,"Pittsburgh, PA",unknown,,$25–$35/hr,CAD,2026-08-21T17:41:33-04:00,exact,2026-08-26T20:17:25Z,https://job-boards.greenhouse.io/cssmerge/jobs/8695490002
Elanco,"Manufacturing Scientist/Quality Control Chemist Intern – Clinton, Indiana (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,"Clinton, IN",unknown,6,$20–$40/hr,,2026-08-21T00:00:00Z,date_only,2026-08-21T19:08:59Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Clinton-IN/Manufacturing-Scientist-Quality-Control-Chemist-Intern---Clinton--Indiana--Summer-2027-_R0026870
Elanco,Manufacturing Scientist/Technical Services Intern – Elanco Technology Center (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Indianapolis, IN",unknown,6,$20–$40/hr,,2026-08-21T00:00:00Z,date_only,2026-08-21T19:08:59Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Indianapolis-IN/Manufacturing-Scientist-Technical-Services-Intern---Elanco-Technology-Center--Summer-2027-_R0026897
Heidelberg Materials,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Nazareth, PA",unknown,,,,2026-08-21T00:00:00Z,date_only,2026-08-21T19:08:59Z,https://heidelbergmaterials.wd3.myworkdayjobs.com/global_hm_career_site/job/Nazareth-PA/Mechanical-Engineering-Intern_JR10018120
IMEG,"Structural Engineering Intern | Raleigh, NC",Not stated,True,,Internship,,Structures & FEA,"Raleigh, NC",unknown,10,,AutoCAD,2026-08-21T00:00:00Z,date_only,2026-08-21T19:08:59Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Raleigh-NC/Structural-Engineering-Intern---Raleigh--NC_R-16319-1
Magna International,Intern - Engineering Mechanical Optics,Not stated,True,,Internship,,Mechanical Design,"Auburn Hills, Michigan, US",unknown,141,,,2026-08-21T00:00:00Z,date_only,2026-08-21T19:08:59Z,https://magna.wd3.myworkdayjobs.com/Magna/job/Auburn-Hills-Michigan-US/Student---Engineering-Mechanical-Optics_R00256153
Micron Technology,Intern - Metrology Process Development Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Boise, ID - Main Site",unknown,489,,Python; C++; MATLAB,2026-08-21T00:00:00Z,date_only,2026-08-22T02:00:50Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---Metrology-Process-Development-Engineer_JR108851
General Matter,Summer 2027 Internship - Manufacturing Engineering,Summer 2027,False,,Internship,,Manufacturing & Quality,"Los Angeles, CA",unknown,,$30–$40/hr,CAD; GD&T,2026-08-20T21:06:46-04:00,exact,2026-08-21T02:06:59Z,https://job-boards.greenhouse.io/generalmatter/jobs/5376060008
Elanco,"Manufacturing Associate Intern – Elwood, Kansas (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,"Elwood, KS",unknown,6,$20–$40/hr,,2026-08-20T00:00:00Z,date_only,2026-08-21T02:06:59Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Elwood-KS/Manufacturing-Associate-Intern---Elwood--Kansas--Summer-2027-_R0026899
IMEG,"Mechanical Engineering Intern | Greenwood Village, CO",Summer 2027,False,,Internship,,Mechanical Design,"Denver Metro, CO",unknown,10,$22–$24/hr,AutoCAD,2026-08-20T00:00:00Z,date_only,2026-08-20T19:12:02Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Denver-Metro-CO/Mechanical-Engineering-Intern---Greenwood-Village--CO_R-16570-1
Scotts Miracle-Gro,EHS Manufacturing Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Marysville, OH",unknown,,$19–$24/hr,,2026-08-20T00:00:00Z,date_only,2026-08-21T02:06:59Z,https://scottsmiraclegro.wd5.myworkdayjobs.com/smgexternal/job/Marysville-OH/EHS-Manufacturing-Intern_R26379-1
North Wind Group,Structural Engineering Intern 04206 LBYD,Not stated,True,,Internship,,Structures & FEA,"HUNTSVILLE, AL",unknown,,,,2026-08-19T19:43:51.263Z,exact,2026-08-20T02:02:35Z,https://north-wind-group.breezy.hr/p/206627bdd565-structural-engineering-intern-04206-lbyd
Freeform,Manufacturing Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Los Angeles, CA (On-site)",unknown,,$30/hr,CNC; DFM/DFA,2026-08-19T18:59:11-04:00,exact,2026-08-20T02:02:35Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7895700003
Freeform,Materials Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Materials Engineering,"Los Angeles, CA (On-site)",unknown,,$30/hr,,2026-08-19T18:53:47-04:00,exact,2026-08-20T02:02:35Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7907965003
ABB,Manufacturing Engineering/Documentation Intern - Fall 2026,Fall 2026,False,,Internship,,Manufacturing & Quality,"USA, AR, Jonesboro",no-sponsorship,69,$20–$34/hr,,2026-08-19T00:00:00Z,date_only,2026-08-19T19:06:01Z,https://abb.wd3.myworkdayjobs.com/external_career_page/job/USA-AR-Jonesboro/Manufacturing-Engineering-Documentation-Intern---Fall-2026_JR00042298
Elanco,"Manufacturing Scientist/Technical Services Intern – Clinton, Indiana (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,"Clinton, IN",unknown,6,$20–$40/hr,,2026-08-19T00:00:00Z,date_only,2026-08-20T02:02:35Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Clinton-IN/Manufacturing-Scientist-Technical-Services-Intern---Clinton--Indiana--Summer-2027-_R0026869-1
IMEG,"Mechanical Engineering Intern | Greenwood Village, CO",Summer 2027,False,,Internship,,Mechanical Design,"Denver Metro, CO",unknown,10,$22–$24/hr,AutoCAD,2026-08-19T00:00:00Z,date_only,2026-08-19T19:06:01Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Denver-Metro-CO/Mechanical-Engineering-Intern---Greenwood-Village--CO_R-16558
IMEG,"Mechanical Intern Technician | Germantown, MD",Summer 2027,False,,Internship,,Mechanical Design,"Germantown, MD",citizens-only,10,$22–$24/hr,CAD; CFD,2026-08-19T00:00:00Z,date_only,2026-08-19T19:06:01Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Germantown-MD/Mechanical-Intern-Technician---Germantown--MD_R-16567
IMEG,"Mechanical Engineering Intern | Naperville, IL",Summer 2027,False,,Internship,,Mechanical Design,"Naperville, IL",unknown,10,$22–$24/hr,AutoCAD,2026-08-19T00:00:00Z,date_only,2026-08-19T19:06:01Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Naperville-IL/Mechanical-Engineering-Intern---Naperville--IL_R-16471
Johnson & Johnson,Automation & Robotics Engineering Spring Co-op,Not stated,True,,Co-op,,Controls & Mechatronics,"Santa Clara, California, United States of America",unknown,8,$27/hr,Python; C++; MATLAB; Computer Vision; ROS,2026-08-19T00:00:00Z,date_only,2026-08-19T19:06:01Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Santa-Clara-California-United-States-of-America/Automation---Robotics-Engineering-Spring-Co-op_R-093526
H3X Technologies,Advanced Manufacturing Engineering Intern (Spring),Summer 2027,False,,Internship,,Manufacturing & Quality,"Louisville, Colorado",unknown,,$23–$37/hr,SolidWorks; GD&T; Lean Manufacturing,2026-08-18T17:11:32.170+00:00,exact,2026-08-18T19:07:57Z,https://jobs.ashbyhq.com/h3x-technologies/6af49576-a61d-480c-b155-3e034e2ed5be
H3X Technologies,Mechanical Design Engineer Intern (Spring),Not stated,True,,Internship,,Mechanical Design,"Louisville, Colorado",unknown,,$23–$37/hr,SolidWorks; GD&T; FEA; CFD; Tolerance Analysis,2026-08-18T17:02:55.814+00:00,exact,2026-08-18T19:07:57Z,https://jobs.ashbyhq.com/h3x-technologies/7add5fe2-8e3e-4817-b88a-34d803ba86f9
H3X Technologies,Test Engineering Intern (Spring),Summer 2027,False,,Internship,,Test & Validation,"Louisville, Colorado",unknown,,$23–$37/hr,SolidWorks,2026-08-18T18:51:36.580+00:00,exact,2026-08-18T19:07:57Z,https://jobs.ashbyhq.com/h3x-technologies/be8855c5-f8c7-4f09-bd3f-04ecbcf4b42d
Freeform,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Los Angeles, CA (On-site)",unknown,,$30/hr,Tolerance Analysis,2026-08-18T13:58:31-04:00,exact,2026-08-18T19:07:57Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7894117003
True Anomaly,Propulsion and Fluids Intern,Fall 2026,False,,Internship,,"Thermal, Fluids & Propulsion","Long Beach, CA",citizens-only,,$28–$32/hr,Python; MATLAB; CAD; LabVIEW,2026-08-18T16:28:25-04:00,exact,2026-08-19T02:03:07Z,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5213706007
Conagra Brands,Manufacturing Co-Op,Fall 2026,False,,Co-op,,Manufacturing & Quality,"Waterloo, Iowa",unknown,14,$19/hr,,2026-08-18T00:00:00Z,date_only,2026-08-19T02:03:07Z,https://conagrabrands.wd1.myworkdayjobs.com/Careers_US/job/Waterloo-Iowa/Manufacturing-Co-Op_Req-039806
IMEG,"Structural Engineering Intern | Minneapolis, MN",Summer 2027,False,,Internship,,Structures & FEA,"Minneapolis, MN",unknown,10,$22–$24/hr,AutoCAD,2026-08-18T00:00:00Z,date_only,2026-08-19T02:03:07Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Minneapolis-MN/Structural-Engineering-Intern---Minneapolis--MN_R-16483
Northrop Grumman,2027 Guidance Navigation and Control Intern Dulles VA,Summer 2027,False,,Internship,,Controls & Mechatronics,United States-Virginia-Dulles,citizens-only,,,C++; MATLAB; Simulink; Git,2026-08-18T00:00:00Z,date_only,2026-08-18T19:07:57Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Virginia-Dulles/XMLNAME-2027-Guidance-Navigation-and-Control-Intern-Dulles-VA_R10246322
IMEG,"Structural Engineering Intern | Dallas, TX",Summer 2027,False,,Internship,,Structures & FEA,"Dallas, TX",unknown,10,,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-17T19:09:08Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Dallas-TX/Structural-Engineering-Intern---Dallas--TX_R-16424
IMEG,"Structural Engineering Intern | Houston, TX",Summer 2027,False,,Internship,,Structures & FEA,"Houston, TX",unknown,10,,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-17T19:09:08Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Houston-TX/Structural-Engineering-Intern---Houston--TX_R-15014
IMEG,"Mechanical Engineering Intern | Madison, WI",Summer 2027,False,,Internship,,Mechanical Design,"Madison, WI",unknown,10,$22–$24/hr,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-17T19:09:08Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Madison-WI/Mechanical-Engineering-Intern---Madison--WI_R-16461
IMEG,"Mechanical Engineering Intern | Minneapolis, MN",Summer 2027,False,,Internship,,Mechanical Design,"Minneapolis, MN",unknown,10,$22–$24/hr,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-18T02:00:42Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Minneapolis-MN/Mechanical-Engineering-Intern---Minneapolis--MN_R-16463
IMEG,"Mechanical Engineering Intern | Naperville, IL",Summer 2027,False,,Internship,,Mechanical Design,"Naperville, IL",unknown,10,$22–$24/hr,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-17T19:09:08Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Naperville-IL/Mechanical-Engineering-Intern---Naperville--IL_R-16451
IMEG,"Mechanical Engineering Intern | Rogers, AR",Summer 2027,False,,Internship,,Mechanical Design,"Rogers, AR",unknown,10,,AutoCAD,2026-08-17T00:00:00Z,date_only,2026-08-17T19:09:08Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Rogers-AR/Mechanical-Engineering-Intern---Rogers--AR_R-16495
Micron Technology,Intern - DRAM Design Engineer,Not stated,True,,Internship,,Mechanical Design,"Boise, ID - Main Site",unknown,489,,,2026-08-17T00:00:00Z,date_only,2026-08-17T07:33:46Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---DRAM-Design-Engineer_JR108458
GlobalFoundries,Advanced Manufacturing Process Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,USA - Vermont - Essex Junction,unknown,110,,,2026-08-14T00:00:00Z,date_only,2026-08-25T13:28:08Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---Vermont---Essex-Junction/Advanced-Manufacturing-Process-Engineering-Intern--Summer-2027-_JR-2604657
GlobalFoundries,Advanced Manufacturing Process Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,USA - Vermont - Essex Junction,unknown,110,,,2026-08-14T00:00:00Z,date_only,2026-08-22T19:00:38Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---Vermont---Essex-Junction/Advanced-Manufacturing-Process-Engineering-Intern--Summer-2027-_JR-2604659
GlobalFoundries,"US Advanced Manufacturing Equipment Engineering Intern, Junior (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,USA - Vermont - Essex Junction,unknown,110,,,2026-08-14T00:00:00Z,date_only,2026-08-25T13:28:08Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---Vermont---Essex-Junction/US-Advanced-Manufacturing-Equipment-Engineering-Intern--Junior--Summer-2027-_JR-2604666
Amazon,"Automation Engineer Intern, (Nationwide) - Summer 2027",Summer 2027,False,,Internship,,Controls & Mechatronics,"Mt. Juliet, Tennessee, USA",no-sponsorship,23139,,,2026-08-13T00:00:00Z,date_only,2026-08-14T03:09:41Z,https://www.amazon.jobs/en/jobs/10501526/automation-engineer-intern-nationwide-summer-2027
Diversified Automation,Controls Engineering Co-op,Not stated,True,,Co-op,,Controls & Mechatronics,"Louisville, KY",unknown,,,,2026-08-13T15:31:52Z,exact,2026-08-13T19:38:30Z,https://jobs.lever.co/diversified-automation/02ac2964-5362-4ff2-934c-b122ba26c365
Micron Technology,"Intern - Digital IP Design Engineer, DRAM",Not stated,True,,Internship,,Mechanical Design,"Boise, ID - Main Site",unknown,489,,Python; MATLAB; LLMs; Verilog,2026-08-13T00:00:00Z,date_only,2026-08-13T19:38:30Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---Digital-IP-Design-Engineer--DRAM_JR108533
Ameren,CAD Technician Co-op,Summer 2027,False,,Co-op,,Mechanical Design,"St. Louis, MO",unknown,17,,,2026-08-12T00:00:00Z,date_only,2026-08-13T03:10:46Z,https://ameren.wd1.myworkdayjobs.com/External/job/St-Louis-MO/CAD-Technician-Co-op_033920-1
Odys Aviation,Mechanical Engineering Intern/Co-Op [Propulsion],Not stated,True,,Internship / Co-op,,"Thermal, Fluids & Propulsion",Long Beach CA,unknown,,,SolidWorks; Siemens NX; CAD,2026-08-11T20:40:33.146+00:00,exact,2026-08-12T02:57:02Z,https://jobs.ashbyhq.com/odys-aviation/8f5e460a-98a4-4fd8-b880-d22071faa29f
Ameren,Mechanical Engineering Fall Co-Op,Not stated,True,,Co-op,,Mechanical Design,"St. Louis, MO",unknown,17,,,2026-08-11T00:00:00Z,date_only,2026-08-12T02:57:02Z,https://ameren.wd1.myworkdayjobs.com/External/job/St-Louis-MO/Mechanical-Engineering-Fall-Co-Op_034018-1
Ameren,Mechanical Engineering Spring Co-Op,Not stated,True,,Co-op,,Mechanical Design,"St. Louis, MO",unknown,17,,,2026-08-11T00:00:00Z,date_only,2026-08-12T02:57:02Z,https://ameren.wd1.myworkdayjobs.com/External/job/St-Louis-MO/Mechanical-Engineering-Spring-Co-Op_034022-1
1X,Internship - Manufacturing Engineering (Fall),Not stated,True,,Internship,,Manufacturing & Quality,"San Carlos, CA",unknown,,$25 – $35 per hour,SolidWorks; CAD; DFM/DFA,2026-08-10T20:51:22.443+00:00,exact,2026-08-11T02:37:44Z,https://jobs.ashbyhq.com/1x/7d93444c-01f5-485c-89ef-24164f30441d
Field AI,"Mechanical Engineer, Robotics Hardware - Part-Time Internship",Not stated,True,,Internship,,Mechanical Design,"Irvine, CA",unknown,,35–45 USD/hr,SolidWorks; CAD; GD&T; FEA; CNC; DFM/DFA; Linux; Airflow,2026-08-10T00:24:50Z,exact,2026-08-10T02:45:25Z,https://jobs.lever.co/field-ai/88f05d6e-ee93-4fc5-80cd-efe6854e22bc
Teledyne,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"US - Miamisburg, OH",citizens-only,5,,SolidWorks,2026-08-10T00:00:00Z,date_only,2026-08-10T13:58:02Z,https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Miamisburg-OH/Mechanical-Engineering-Intern_REQ35562
Micron Technology,Intern - DRAM Design Engineer,Not stated,True,,Internship,,Mechanical Design,"Boise, ID - Main Site",unknown,489,,Verilog,2026-08-10T00:00:00Z,date_only,2026-08-11T07:49:50Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---DRAM-Design-Engineer_JR108448
Micron Technology,Intern - DRAM Design Engineer,Not stated,True,,Internship,,Mechanical Design,"Boise, ID - Main Site",unknown,489,,CAD; LLMs,2026-08-10T00:00:00Z,date_only,2026-08-11T07:49:50Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---DRAM-Design-Engineer_JR108468
Micron Technology,Intern - DRAM IP Circuits Design Engineer,Not stated,True,,Internship,,Mechanical Design,"Boise, ID - Main Site",unknown,489,,Python; MATLAB; LLMs; Verilog,2026-08-10T00:00:00Z,date_only,2026-08-11T07:49:50Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---DRAM-IP-Circuits-Design-Engineer_JR108471
Bosch,Internship Vehicle Thermal Systems Engineering,Not stated,True,,Internship,,"Thermal, Fluids & Propulsion","Farmington Hills, MI, United States",unknown,188,,,2026-08-07T15:49:10.910Z,exact,2026-08-07T19:28:54Z,https://jobs.smartrecruiters.com/BoschGroup/744000142173185
Flextronics International,Mechanical Engineering Co-op - Fall 2026,Fall 2026,False,,Co-op,,Mechanical Design,"USA, SC, Orangeburg",offers,65,,SolidWorks; CAD; Six Sigma,2026-08-07T00:00:00Z,date_only,2026-08-08T02:31:48Z,https://flextronics.wd1.myworkdayjobs.com/Careers/job/USA-SC-Orangeburg/Mechanical-Engineering-Co-op---Fall-2026_WD227049
Moog,"Intern, Industrial Engineering",Not stated,True,,Internship,,Manufacturing & Quality,"Buffalo, NY",unknown,2,,,2026-08-07T00:00:00Z,date_only,2026-08-07T19:28:54Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Buffalo-NY/Intern--Industrial-Engineering_R-26-19319
Northrop Grumman,2027 Operations Manufacturing Engineering Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,United States-California-Palmdale,citizens-only,,$21.5–$39/hr,,2026-08-07T00:00:00Z,date_only,2026-08-08T02:31:48Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-California-Palmdale/XMLNAME-2027-Operations-Manufacturing-Engineering-Intern_R10244597
Rainmaker,Mechanical Engineering Intern - Fall,Not stated,True,,Internship,,Mechanical Design,"El Segundo, CA",unknown,,"3,000–5,000 USD/mo",SolidWorks; CAD; FEA,2026-08-06T20:49:00Z,exact,2026-08-07T00:25:38Z,https://jobs.lever.co/make-rain/87613e64-cc8f-47ab-a053-0b2c3ee93ebd
Bosch,Quality Engineering Co-op - Fall 2026,Fall 2026,False,,Co-op,,Manufacturing & Quality,"Pineville, NC, United States",unknown,188,,,2026-08-06T13:31:11.900Z,exact,2026-08-06T14:45:46Z,https://jobs.smartrecruiters.com/BoschGroup/744000141923029
GlobalFoundries,IP & Design Engineering Intern (Fall 2026),Fall 2026,False,,Internship,,Mechanical Design,USA - Texas - Richardson,unknown,110,,,2026-08-06T00:00:00Z,date_only,2026-08-06T14:45:46Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---Texas---Richardson/XMLNAME-1H-University-Intern---PVD-Equipment_JR-2502699
ALFA LAVAL,Automation Engineer Intern,Not stated,True,,Internship,,Controls & Mechatronics,"Warminster, PA",unknown,5,,AutoCAD,2026-08-05T00:00:00Z,date_only,2026-08-05T20:05:21Z,https://alfalaval.wd3.myworkdayjobs.com/Alfa_Laval_jobs/job/Warminster-PA/Automation-Engineer-Intern_JR0047292
Winland Foods,Packaging Engineer COOP,Not stated,True,,Co-op,,Mechanical Design,USA-IL Oak Brook,unknown,,$27.5/hr,,2026-08-05T00:00:00Z,date_only,2026-08-06T14:45:46Z,https://winlandfoods.wd1.myworkdayjobs.com/external/job/USA-IL-Oak-Brook/Packaging-Engineer-COOP_R28809
Nissan,Production Engineer Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Smyrna, Tennessee - United States of America",unknown,16,,AutoCAD; CAD,2026-08-04T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://alliance.wd3.myworkdayjobs.com/nissanjobs/job/Smyrna-Tennessee---United-States-of-America/Production-Engineer-Co-op_R00212452
Merck,2026 Future Talent Program – Manufacturing and Reliability Engineering Co-Op,Fall 2026,False,,Co-op,,Manufacturing & Quality,USA - Pennsylvania - West Point,unknown,,,,2026-08-04T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Pennsylvania---West-Point/XMLNAME-2026-Future-Talent-Program---Manufacturing-and-Reliability-Engineering-Co-Op_R395901
1X,CNC Machine Park Internship,Not stated,True,,Internship,,Manufacturing & Quality,"San Carlos, CA",unknown,,$25 per hour,CNC,2026-08-03T16:12:20.644+00:00,exact,2026-08-05T06:24:39Z,https://jobs.ashbyhq.com/1x/e7b4aaf5-5c55-4e2f-abcd-5c250657bede
Figure,Power Systems Integration Intern [Fall 2026],Fall 2026,False,,Internship,,Systems Engineering,"San Jose, CA",unknown,4,$40–$45/hr,Python; Linux,2026-08-03T19:00:39-04:00,exact,2026-08-05T06:24:39Z,https://job-boards.greenhouse.io/figureai/jobs/4702104006
Bosch,Project Management / Test Engineering Intern,Not stated,True,,Internship,,Test & Validation,"Plymouth, MI, United States",unknown,188,,,2026-08-03T19:26:16.723Z,exact,2026-08-05T06:24:39Z,https://jobs.smartrecruiters.com/BoschGroup/744000141334799
Draper,Space GNC Co-Op (Fall 2026),Fall 2026,False,,Co-op,,Controls & Mechatronics,"Houston, TX",citizens-only,2,,Python; C++; MATLAB; Simulink,2026-08-03T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Houston-TX/Space-GNC-Co-Op--Fall-2026-_JR002721
Kraft Heinz,"2027 US Manufacturing Internship Program – Manufacturing Facility Garland, Texas",Summer 2027,False,,Internship,,Manufacturing & Quality,"Garland, TX",unknown,27,,,2026-08-03T00:00:00Z,date_only,2026-08-08T13:20:09Z,https://heinz.wd1.myworkdayjobs.com/KraftHeinz_Careers_UR/job/Garland-TX/XMLNAME-2027-US-Manufacturing-Internship-Program---Manufacturing-Facility-Garland--Texas_R-105352
Magna International,Intern - System Test,Not stated,True,,Internship,,Test & Validation,"Auburn Hills, Michigan, US",unknown,141,,,2026-08-03T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://magna.wd3.myworkdayjobs.com/Magna/job/Auburn-Hills-Michigan-US/Intern---System-Test_R00246431
Northrop Grumman,2026 Fall Co-op Manufacturing Engineering - Baltimore MD,Fall 2026,False,,Co-op,,Manufacturing & Quality,United States-Maryland-Linthicum,citizens-only,,$19.75–$36.25/hr,,2026-08-03T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Maryland-Linthicum/XMLNAME-2026-Fall-Co-op-Manufacturing-Engineering---Baltimore-MD_R10243390-1
Kraft Heinz,"2027 US Manufacturing Internship Program – Manufacturing Facility Fremont, Ohio",Summer 2027,False,,Internship,,Manufacturing & Quality,"Fremont, OH",unknown,27,,,2026-07-31T00:00:00Z,date_only,2026-08-07T13:49:35Z,https://heinz.wd1.myworkdayjobs.com/KraftHeinz_Careers_UR/job/Fremont-OH/XMLNAME-2027-US-Manufacturing-Internship-Program---Manufacturing-Facility-Fremont--Ohio_R-105282
Kraft Heinz,"2027 US Manufacturing Internship Program – Manufacturing Facility Kirksville, Missouri",Summer 2027,False,,Internship,,Manufacturing & Quality,"Kirksville, MO",unknown,27,,,2026-07-31T00:00:00Z,date_only,2026-08-05T20:05:21Z,https://heinz.wd1.myworkdayjobs.com/KraftHeinz_Careers_UR/job/Kirksville-MO/XMLNAME-2027-US-Manufacturing-Internship-Program---Manufacturing-Facility-Kirksville--Missouri_R-105273
